Facility_INSPIRE_ID;parentCompanyName;nameOfFeature;mainActivityCode;mainActivityName;pointGeometryLon;pointGeometryLat;streetName;buildingNumber;city;postalCode;countryCode;reportingYear;status;CompetentAuthorityEPRTRId;authorityName;authorityTelephoneNo;facilityId;x;y
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013628.ProductionFacility;Pori Energia Oy;Pori Energia Oy, Kellahden kaatopaikka (lopetettu);5(d);Landfills (excluding landfills of inert waste and landfills, which were definitely closed before 16.7.2001 or for which the after-care phase required by the competent authorities according to Article 13 of Council Directive 1999/31/EC of 26 April 1999 on ;21.76416;61.62486;Viertolantie;1;Noormarkku;29600;FI;2019;disused;9450.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000013628;222607;6843553
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013638.ProductionFacility;Fingrid Oyj;Fingrid Oyj, Naantalin kaasuturbiinilaitos;1(c);Thermal power stations and other combustion installations;22.05831;60.45894;Satamatie;15;Naantali;21100;FI;2019;functional;9451.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000013638;228364;6712725
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013642.ProductionFacility;Turun Seudun Energiantuotanto Oy;Turun Seudun Energiantuotanto Oy, Orikedon lämpökeskus;1(c);Thermal power stations and other combustion installations;22.31508;60.47821;Polttolaitoksenkatu;13;Turku;20380;FI;2019;functional;9452.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000013642;242614;6713835
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013653.ProductionFacility;Kotimuna Oy;Kotimuna Oy, Kananmunan tuotanto, Loimaa, Alastaro;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Alastaro;;FI;2019;functional;9453.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013653;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013660.ProductionFacility;Vehmaan Haikara Oy;Vehmaan Haikara Oy, Porsastuotanto, Vehmaa;7(a)(iii);Installations for the intensive rearing of pigs with 750 places for sows;;;;;Vehmaa;;FI;2019;functional;9454.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013660;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013732.ProductionFacility;Suomen Akkukeräys Oy;Suomen Akkukeräys Oy, Jätteenkäsittely;5(a);Installations for the recovery or disposal of hazardous waste;21.47241;61.12848;Matinvahe;2;Rauma;26100;FI;2019;functional;9455.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000013732;202491;6789680
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013733.ProductionFacility;Pirteä Porsas Oy;Pirteä Porsas Oy, Porsastuotanto, Vehmaa;7(a)(iii);Installations for the intensive rearing of pigs with 750 places for sows;;;;;Vinkkilä;;FI;2019;functional;9456.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013733;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013736.ProductionFacility;Kiikan Sikala Oy;Kiikan Sikala Oy, Sianlihan tuotanto, Huittinen;7(a)(ii);Installations for the intensive rearing of pigs with 2,000 places for production pigs (over 30 kg);;;;;Tammiainen;;FI;2019;functional;9457.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013736;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013754.ProductionFacility;Norilsk Nickel Harjavalta Oy;Norilsk Nickel Harjavalta Oy, Metalliteollisuus;2(e)(i);Installation for the production of non-ferrous crude metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic processes;22.11118;61.32426;Teollisuustie;1;Harjavalta;29200;FI;2019;functional;9458.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000013754;238455;6808704
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013781.ProductionFacility;Sianlihan tuotanto, Loimaa;Sianlihan tuotanto, Loimaa;7(a)(ii);Installations for the intensive rearing of pigs with 2,000 places for production pigs (over 30 kg);;;;;Huhtamo;;FI;2019;functional;9459.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013781;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013809.ProductionFacility;Kukkojan Tila Oy;Kukkojan Tila Oy, Broilerinlihan tuotanto, Loimaa;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Alastaro;;FI;2019;functional;9460.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013809;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013817.ProductionFacility;Sianlihan tuotanto, Loimaa;Sianlihan tuotanto, Loimaa;7(a)(ii);Installations for the intensive rearing of pigs with 2,000 places for production pigs (over 30 kg);;;;;Kojonkulma;;FI;2019;functional;9461.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013817;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013824.ProductionFacility;Farmimuna Oy;Farmimuna Oy, Kananmunan tuotanto, Oripää;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Oripää;;FI;2019;functional;9462.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013824;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013847.ProductionFacility;Broilerlihantuotanto. Eurajoki;Broilerlihantuotanto. Eurajoki;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Eurajoki;;FI;2019;functional;9463.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013847;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013867.ProductionFacility;Uotilan Maatila Oy;Uotilan Maatila Oy, Kanamunan tuotanto, Laitila;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Laitila;;FI;2019;functional;9464.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013867;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013948.ProductionFacility;Kananmunan tuotanto, naudanlihan tuotanto, kasvatuskanoja, Salo;Kananmunan tuotanto, naudanlihan tuotanto, kasvatuskanoja, Salo;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Rekijoki;;FI;2019;functional;9465.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013948;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013962.ProductionFacility;Kananmunan tuotanto, Salo;Kananmunan tuotanto, Salo;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Kisko;;FI;2019;functional;9466.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013962;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013968.ProductionFacility;Kananmunan tuotanto, Eura;Kananmunan tuotanto, Eura;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Panelia as.;;FI;2019;notRegulated;9467.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013968;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000013975.ProductionFacility;Sianlihan tuotanto, porsastuotanto, Pöytyä;Sianlihan tuotanto, porsastuotanto, Pöytyä;7(a)(ii);Installations for the intensive rearing of pigs with 2,000 places for production pigs (over 30 kg);;;;;Kumila;;FI;2019;functional;9468.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000013975;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014033.ProductionFacility;Broilerinlihan tuotanto, Koski Tl;Broilerinlihan tuotanto, Koski Tl;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Koski tl;;FI;2019;functional;9469.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014033;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014034.ProductionFacility;Honkaporsas Oy;Honkaporsas Oy, Porsastuotanto, Honkajoki;7(a)(iii);Installations for the intensive rearing of pigs with 750 places for sows;;;;;Honkajoki;;FI;2019;functional;9470.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014034;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014037.ProductionFacility;Broilerinlihan tuotanto, sianlihan tuotanto, Kokemäki;Broilerinlihan tuotanto, sianlihan tuotanto, Kokemäki;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Peipohja;;FI;2019;functional;9472.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014037;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014040.ProductionFacility;Aurajoki Oy;Aurajoki Oy, Turun tehdas;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;22.33704;60.49221;Kaviokuja;4;Turku;20380;FI;2019;functional;9473.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000014040;243930;6715305
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014077.ProductionFacility;Tibunet Oy;Tibunet Oy, Broilerinlihan tuotanto, Nousiainen;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Nousiainen;;FI;2019;functional;9474.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014077;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014084.ProductionFacility;Broilerinlihan tuotanto, Oripää;Broilerinlihan tuotanto, Oripää;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Oripää;;FI;2019;functional;9475.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014084;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014113.ProductionFacility;Sianlihan tuotanto, Pöytyä;Sianlihan tuotanto, Pöytyä;7(a)(ii);Installations for the intensive rearing of pigs with 2,000 places for production pigs (over 30 kg);;;;;Haveri;;FI;2019;functional;9476.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014113;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014139.ProductionFacility;Broilerlihantuotanto, Kokemäki;Broilerlihantuotanto, Kokemäki;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Kokemäki;;FI;2019;functional;9477.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014139;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014155.ProductionFacility;Broilerinlihan tuotanto, Loimaa;Broilerinlihan tuotanto, Loimaa;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Loimaa;;FI;2019;functional;9478.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014155;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014169.ProductionFacility;Broilerinlihan tuotanto, Oripää;Broilerinlihan tuotanto, Oripää;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Niinijoki;;FI;2019;functional;9479.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014169;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014199.ProductionFacility;Suomen Teollisuuden Energiapalvelut - STEP Oy;Suomen Teollisuuden Energiapalvelut - STEP Oy, Harjavallan energiantuotantolaitokset;1(c);Thermal power stations and other combustion installations;22.12168;61.32001;Teollisuuskatu;1;Harjavalta;29200;FI;2019;functional;9480.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000014199;238981;6808190
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014211.ProductionFacility;Stena Recycling Oy;Stena Recycling Oy, Peittoonkorven kaatopaikka;5(d);Landfills (excluding landfills of inert waste and landfills, which were definitely closed before 16.7.2001 or for which the after-care phase required by the competent authorities according to Article 13 of Council Directive 1999/31/EC of 26 April 1999 on ;21.65343;61.632;Ekokorventie;110;Ahlainen;29700;FI;2019;functional;9481.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;0295022500;0000014211;216815;6844824
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014222.ProductionFacility;Broilerlihan tuotanto, Säkylä;Broilerlihan tuotanto, Säkylä;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Säkylä;;FI;2019;functional;9482.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014222;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014228.ProductionFacility;Partelan Porsas Oy;Partelan Porsas Oy, Porsastuotanto, Koski Tl;7(a)(iii);Installations for the intensive rearing of pigs with 750 places for sows;;;;;Koski tl;;FI;2019;functional;9483.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014228;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014254.ProductionFacility;Broilerinlihan tuotanto, Koski Tl;Broilerinlihan tuotanto, Koski Tl;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Koski tl;;FI;2019;functional;9484.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014254;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014261.ProductionFacility;DHF Breeder Production Oy;DHF Breeder Production Oy, Broilerinlihan tuotanto, Masku, Kukkometsä;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Masku;;FI;2019;functional;9485.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014261;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014270.ProductionFacility;Koskinasula Oy;Koskinasula Oy, Porsastuotanto, Huittinen;7(a)(iii);Installations for the intensive rearing of pigs with 750 places for sows;;;;;Rutava;;FI;2019;functional;9486.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014270;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014286.ProductionFacility;Isoniitun Lintu Oy;Isoniitun Lintu Oy, Broilerinlihan tuotanto, Pöytyä;7(a)(i);Installations for the intensive rearing of poultry with 40,000 places for poultry;;;;;Karinainen;;FI;2019;functional;9487.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014286;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014289.ProductionFacility;Cika Oy;Cika Oy, Sianlihan tuotanto, Vehmaa;7(a)(ii);Installations for the intensive rearing of pigs with 2,000 places for production pigs (over 30 kg);;;;;Vinkkilä;;FI;2019;functional;9488.0;Centre for Economic Development, Transport and the Environment for Southwest Finland;;0000014289;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014328.ProductionFacility;PIRKAN KOVAKROMAUS OY;PIRKAN KOVAKROMAUS OY, Metalliteollisuus;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;23.76793;61.46486;LEMPÄÄLÄNKUJA;5;Tampere;33840;FI;2019;functional;9489.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000014328;327801;6818836
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014346.ProductionFacility;Oy Linde Gas Ab;Oy Linde Gas Ab, Riihimäen tuotantolaitos;4(a)(i);Chemical installations for the production on an industrial scale of basic organic chemicals: Simple hydrocarbons (linear or cyclic, saturated or unsaturated, aliphatic or aromatic);24.79549;60.76794;Agantie;2;Riihimäki;11310;FI;2019;functional;9490.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000014346;379914;6738956
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014364.ProductionFacility;Ongelmajätepalvelu Mäentie Oy;Ongelmajätepalvelu Mäentie Oy, Ongelmajätepalvelu Mäentie Oy, Hollola;5(a);Installations for the recovery or disposal of hazardous waste;25.49103;60.98118;Uurastajantie;4;Hollola;15880;FI;2019;functional;9491.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000014364;418343;6761631
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014365.ProductionFacility;LASSILA & TIKANOJA OYJ;LASSILA & TIKANOJA OYJ, VIILAAJANKATU, LAHTI;5(a);Installations for the recovery or disposal of hazardous waste;25.6891;60.96449;Viilaajankatu;11;Lahti;15520;FI;2019;functional;9492.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000014365;429023;6759542
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014377.ProductionFacility;LASSILA & TIKANOJA OYJ;LASSILA & TIKANOJA OYJ, Hepolamminkatu 38, Vaaralliset jätteet;5(a);Installations for the recovery or disposal of hazardous waste;23.87066;61.45715;Hepolamminkatu;38;Tampere;33720;FI;2019;functional;9493.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000014377;333230;6817711
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014415.ProductionFacility;PIRKANMAAN JÄTEHUOLTO OY;PIRKANMAAN JÄTEHUOLTO OY, Tarastenjärven jätteenkäsittelykeskus;5(d);Landfills (excluding landfills of inert waste and landfills, which were definitely closed before 16.7.2001 or for which the after-care phase required by the competent authorities according to Article 13 of Council Directive 1999/31/EC of 26 April 1999 on ;23.9836;61.54437;Hyötyvoimankuja;2;Tampere;33680;FI;2019;functional;9494.0;Centre for Economic Development, Transport and the Environment for Pirkanmaa;0295036000;0000014415;339695;6827135
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014593.ProductionFacility;Stena Recycling Oy;Stena Recycling Oy, Stena Recycling Oy, Riihimäki;5(a);Installations for the recovery or disposal of hazardous waste;24.78537;60.72435;Pajakatu -;79;Riihimäki;11130;FI;2019;functional;9496.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000014593;379199;6734122
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014695.ProductionFacility;LAHTI ENERGIA OY;LAHTI ENERGIA OY, MIEKAN TUHKAN KAATOPAIKKA;5(d);Landfills (excluding landfills of inert waste and landfills, which were definitely closed before 16.7.2001 or for which the after-care phase required by the competent authorities according to Article 13 of Council Directive 1999/31/EC of 26 April 1999 on ;25.77353;60.94663;Miekantie;22;Lahti;15140;FI;2019;functional;9497.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000014695;433557;6757464
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014746.ProductionFacility;KASTARIN PORSAS OY;KASTARIN PORSAS OY, Porsastuotantosikala;7(a)(iii);Installations for the intensive rearing of pigs with 750 places for sows;;;;;Hollola;;FI;2019;functional;9498.0;Centre for Economic Development, Transport and the Environment for Häme;;0000014746;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014753.ProductionFacility;Padaspekoni Oy;Padaspekoni Oy, Porsastuotantosikala;7(a)(iii);Installations for the intensive rearing of pigs with 750 places for sows;;;;;Maakeski;;FI;2019;functional;9499.0;Centre for Economic Development, Transport and the Environment for Häme;;0000014753;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014754.ProductionFacility;TUITTULAN PEKONI OY;TUITTULAN PEKONI OY, Porsastuotanto;7(a)(iii);Installations for the intensive rearing of pigs with 750 places for sows;;;;;Hauho;;FI;2019;functional;9500.0;Centre for Economic Development, Transport and the Environment for Häme;;0000014754;;
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014899.ProductionFacility;OY SPECIALTY MINERALS NORDIC AB, TERVAKOSKEN TEHDAS;OY SPECIALTY MINERALS NORDIC AB, TERVAKOSKEN TEHDAS, Tervakosken tehdas;4(b)(iv);Chemical installations for the production on an industrial scale of basic inorganic chemicals: Salts, such as ammonium chloride, potassium chlorate, potassium carbonate, sodium carbonate, perborate, silver nitrate;24.63051;60.81357;Vähikkäläntie;1;Tervakoski;12400;FI;2019;functional;9502.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000014899;371113;6744349
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000014919.ProductionFacility;Lahden Sähkösinkitys Oy;Lahden Sähkösinkitys Oy, Lahden Sähkösinkitys Oy, Lahti;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;25.71221;60.99371;Voimakatu;6;Lahti;15170;FI;2019;functional;9503.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000014919;430338;6762771
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000015193.ProductionFacility;Oy Linde Gas Ab;Oy Linde Gas Ab, Hämeenlinnan Vetytehdas;4(b)(i);Chemical installations for the production on an industrial scale of basic inorganic chemicals: Gases, such as ammonia, chlorine or hydrogen chloride, fluorine or hydrogen fluoride, carbon oxides, sulphur compounds, nitrogen oxides, hydrogen, sulphur dioxi;24.53981;60.96984;Rautaruukintie;2;Hämeenlinna;13300;FI;2019;functional;9504.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000015193;366834;6761928
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000015212.ProductionFacility;Fortum Waste Solutions Oy;Fortum Waste Solutions Oy, Agantien toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;24.79826;60.76908;Agantie;3;Riihimäki;11310;FI;2019;functional;9505.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000015212;380069;6739078
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000015634.ProductionFacility;OY HARTWALL AB;OY HARTWALL AB, Hartwall Lahti;8(b)(ii);Treatment and processing intended for the production of food and beverage products from vegetable raw materials;25.70442;60.96752;Kasaajankatu;13;Lahti;15520;FI;2019;functional;9506.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000015634;429859;6759863
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000015810.ProductionFacility;Fingrid Oyj;Fingrid Oyj, Hämeenlinnan Vanajan varavoimalaitos  ;1(c);Thermal power stations and other combustion installations;24.50501;60.97309;Voimatie;32;Hämeenlinna;13110;FI;2019;functional;9508.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000015810;364965;6762361
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000015952.ProductionFacility;Bellmer Finland Oy;Bellmer Finland Oy, Bellmer Finland Oy;2(f);Installations for surface treatment of metals and plastic materials using an electrolytic or chemical process;25.54005;60.99187;Vanha Messiläntie;6;Hollola;15860;FI;2019;functional;9509.0;Centre for Economic Development, Transport and the Environment for Häme;0295025000;0000015952;421022;6762762
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016028.ProductionFacility;Kotkan Energia Oy;Kotkan Energia Oy, Hovinsaaren voimalaitos;1(c);Thermal power stations and other combustion installations;26.91692;60.47105;Liitulahdentie;10;Kotka;48210;FI;2019;functional;9510.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000016028;495432;6703876
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016032.ProductionFacility;Omya Oy;Omya Oy, Imatran tehdas;4(b)(iv);Chemical installations for the production on an industrial scale of basic inorganic chemicals: Salts, such as ammonium chloride, potassium chlorate, potassium carbonate, sodium carbonate, perborate, silver nitrate;28.86135;61.25036;Kattilatie;15;Imatra;55800;FI;2019;functional;9511.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000016032;599870;6792097
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016047.ProductionFacility;Lassila & Tikanoja Oyj;Lassila & Tikanoja Oyj, Kotkan toimipiste;5(a);Installations for the recovery or disposal of hazardous waste;26.92235;60.48313;Hovinsaarentie;11;Kotka;48200;FI;2019;functional;9512.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000016047;495732;6705221
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016048.ProductionFacility;Kuusakoski Oy;Kuusakoski Oy, Kotkan palvelupiste;5(c);Installations for the disposal of non-hazardous waste;26.90848;60.44018;Jänskäntie;9;Kotka;48310;FI;2019;functional;9513.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000016048;494963;6700438
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016079.ProductionFacility;Kekkilä Oy;Kekkilä Oy, Joutsenon kompostointilaitos;5(c);Installations for the disposal of non-hazardous waste;28.42766;61.04662;Hulkonmäentie;130;Konnunsuo;54190;FI;2019;functional;9514.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000016079;577099;6768821
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016124.ProductionFacility;Kymenlaakson Jäte Oy;Kymenlaakson Jäte Oy, Keltakankaan jätekeskus;5(c);Installations for the disposal of non-hazardous waste;26.86326;60.74416;Ekokaari;50;Keltakangas;46860;FI;2019;functional;9515.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000016124;492545;6734299
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016126.ProductionFacility;Etelä-Karjalan Jätehuolto Oy;Etelä-Karjalan Jätehuolto Oy, Jätekeskus;5(d);Landfills (excluding landfills of inert waste and landfills, which were definitely closed before 16.7.2001 or for which the after-care phase required by the competent authorities according to Article 13 of Council Directive 1999/31/EC of 26 April 1999 on ;28.42766;61.04662;Hulkonmäentie;130;Konnunsuo;54190;FI;2019;functional;9516.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000016126;577099;6768821
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016166.ProductionFacility;Mustola Timber Oy;Mustola Timber Oy, Lappeenrannan saha;6(c);Industrial plants for the preservation of wood and wood products with chemicals;28.34609;61.0523;TERMINAALIKATU;20;Lappeenranta;53420;FI;2019;notRegulated;9517.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000016166;572681;6769360
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016221.ProductionFacility;Oy Phoenix Collector Ltd;Oy Phoenix Collector Ltd, Haminan laitos;5(a);Installations for the recovery or disposal of hazardous waste;27.16258;60.52261;Öljysatamantie;11;Hamina;49460;FI;2019;functional;9518.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000016221;508925;6709626
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016229.ProductionFacility;Wienerberger Oy Ab;Wienerberger Oy Ab, Korian tiilitehdas;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;26.57663;60.84605;Tiilitehtaantie;60;Koria;45610;FI;2019;functional;9519.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000016229;476991;6745714
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016248.ProductionFacility;Kymin Voima Oy;Kymin Voima Oy, Energiantuotanto;1(c);Thermal power stations and other combustion installations;26.66629;60.90683;Selluntie;3;Kuusankoski;45700;FI;2019;functional;9520.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000016248;481898;6752456
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016295.ProductionFacility;BASF Oy;BASF Oy, Production Unit Hamina;4(a)(viii);Chemical installations for the production on an industrial scale of basic organic chemicals: Basic plastic materials (polymers, synthetic fibres and cellulose-based fibres);27.1455;60.5249;Kaasusatamantie;6;Hamina;49460;FI;2019;functional;9521.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;0295029000;0000016295;507987;6709879
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000016642.ProductionFacility;Eläinsuoja;Eläinsuoja;7(a)(ii);Installations for the intensive rearing of pigs with 2,000 places for production pigs (over 30 kg);;;;;Muhniemi;;FI;2019;functional;9522.0;Centre for Economic Development, Transport and the Environment for Southeast Finland;;0000016642;;
