Facility_INSPIRE_ID;reportingYear;nameOfFeature;mainActivityCode;mainActivityName;city;wasteClassificationCode;wasteClassificationName;wasteTreatmentCode;wasteTreatmentName;totalWasteQuantityTNE;methodCode;methodName;nameOfReceiver;ReceivingSite_city;ReceivingSite_postalCode;ReceivingSite_countryName;facilityId
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002678.ProductionFacility;2022;Nouryon Chemicals Finland Oy, Äänekoski;4(a)(viii);Chemical installations for the production on an industrial scale of basic organic chemicals: Basic plastic materials (polymers, synthetic fibres and cellulose-based fibres);Äänekoski;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;10.3;M;Measured: analytical method used;;;;;0000002678
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002678.ProductionFacility;2022;Nouryon Chemicals Finland Oy, Äänekoski;4(a)(viii);Chemical installations for the production on an industrial scale of basic organic chemicals: Basic plastic materials (polymers, synthetic fibres and cellulose-based fibres);Äänekoski;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;3.65;M;Measured: analytical method used;;;;;0000002678
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002685.ProductionFacility;2019;Kemin Energia Oy, Karjalahden lämpökeskus;1(c);Thermal power stations and other combustion installations;Kemi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;15.8;M;Measured: analytical method used;;;;;0000002685
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002685.ProductionFacility;2017;Kemin Energia Oy, Karjalahden lämpökeskus;1(c);Thermal power stations and other combustion installations;Kemi;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;19.0;M;Measured: analytical method used;;;;;0000002685
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2018;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;0.094;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2018;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;89.2;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2018;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;NONHW;Non-hazardous waste;R;Destined for recovery;31.0;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2018;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;NONHW;Non-hazardous waste;D;Destined for disposal;2030.0;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2019;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;0.093;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2019;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;80.2;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2019;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;NONHW;Non-hazardous waste;R;Destined for recovery;31.0;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2019;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;NONHW;Non-hazardous waste;D;Destined for disposal;2070.0;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2017;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;0.044;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2017;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;76.0;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2017;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;NONHW;Non-hazardous waste;R;Destined for recovery;17.0;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2017;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;NONHW;Non-hazardous waste;D;Destined for disposal;1990.0;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2020;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;80.3;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2020;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;NONHW;Non-hazardous waste;R;Destined for recovery;30.9;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2020;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;NONHW;Non-hazardous waste;D;Destined for disposal;2170.0;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2021;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;86.1;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2021;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;NONHW;Non-hazardous waste;R;Destined for recovery;62.0;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2021;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;NONHW;Non-hazardous waste;D;Destined for disposal;2150.0;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2022;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;112.0;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2022;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;NONHW;Non-hazardous waste;R;Destined for recovery;2550.0;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002733.ProductionFacility;2022;Ulefos Oy, Harjavallan valimo;2(d);Ferrous metal foundries with a production capacity of 20 tonnes per day;Harjavalta;NONHW;Non-hazardous waste;D;Destined for disposal;0.41;M;Measured: analytical method used;;;;;0000002733
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002737.ProductionFacility;2018;Honkajoki Oy, Honkajoen teurasjätteen käsittelylaitos ;5(e);Installations for the disposal or recycling of animal carcasses and animal waste;Kankaanpää;NONHW;Non-hazardous waste;R;Destined for recovery;11100.0;M;Measured: analytical method used;;;;;0000002737
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002737.ProductionFacility;2018;Honkajoki Oy, Honkajoen teurasjätteen käsittelylaitos ;5(e);Installations for the disposal or recycling of animal carcasses and animal waste;Kankaanpää;NONHW;Non-hazardous waste;D;Destined for disposal;109.0;M;Measured: analytical method used;;;;;0000002737
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002737.ProductionFacility;2019;Honkajoki Oy, Honkajoen teurasjätteen käsittelylaitos ;5(e);Installations for the disposal or recycling of animal carcasses and animal waste;Kankaanpää;NONHW;Non-hazardous waste;R;Destined for recovery;17000.0;M;Measured: analytical method used;;;;;0000002737
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002737.ProductionFacility;2019;Honkajoki Oy, Honkajoen teurasjätteen käsittelylaitos ;5(e);Installations for the disposal or recycling of animal carcasses and animal waste;Kankaanpää;NONHW;Non-hazardous waste;D;Destined for disposal;130.0;M;Measured: analytical method used;;;;;0000002737
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002737.ProductionFacility;2020;Honkajoki Oy, Honkajoen teurasjätteen käsittelylaitos ;5(e);Installations for the disposal or recycling of animal carcasses and animal waste;Kankaanpää;NONHW;Non-hazardous waste;R;Destined for recovery;16400.0;M;Measured: analytical method used;;;;;0000002737
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002737.ProductionFacility;2021;Honkajoki Oy, Honkajoen teurasjätteen käsittelylaitos ;5(e);Installations for the disposal or recycling of animal carcasses and animal waste;Kankaanpää;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;2.04;M;Measured: analytical method used;;;;;0000002737
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002737.ProductionFacility;2021;Honkajoki Oy, Honkajoen teurasjätteen käsittelylaitos ;5(e);Installations for the disposal or recycling of animal carcasses and animal waste;Kankaanpää;NONHW;Non-hazardous waste;R;Destined for recovery;19800.0;M;Measured: analytical method used;;;;;0000002737
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002737.ProductionFacility;2022;Honkajoki Oy, Honkajoen teurasjätteen käsittelylaitos ;5(e);Installations for the disposal or recycling of animal carcasses and animal waste;Kankaanpää;NONHW;Non-hazardous waste;R;Destined for recovery;18300.0;M;Measured: analytical method used;;;;;0000002737
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002737.ProductionFacility;2022;Honkajoki Oy, Honkajoen teurasjätteen käsittelylaitos ;5(e);Installations for the disposal or recycling of animal carcasses and animal waste;Kankaanpää;NONHW;Non-hazardous waste;D;Destined for disposal;3120.0;M;Measured: analytical method used;;;;;0000002737
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002745.ProductionFacility;2019;SSAB Europe Oy, Kankaanpään tehdas;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;Kankaanpää;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;291.0;M;Measured: analytical method used;;;;;0000002745
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002745.ProductionFacility;2017;SSAB Europe Oy, Kankaanpään tehdas;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;Kankaanpää;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;374.0;M;Measured: analytical method used;;;;;0000002745
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002745.ProductionFacility;2020;SSAB Europe Oy, Kankaanpään tehdas;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;Kankaanpää;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;0.25;M;Measured: analytical method used;;;;;0000002745
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002745.ProductionFacility;2020;SSAB Europe Oy, Kankaanpään tehdas;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;Kankaanpää;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;346.0;M;Measured: analytical method used;;;;;0000002745
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002745.ProductionFacility;2021;SSAB Europe Oy, Kankaanpään tehdas;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;Kankaanpää;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;320.0;M;Measured: analytical method used;;;;;0000002745
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002745.ProductionFacility;2022;SSAB Europe Oy, Kankaanpään tehdas;9(c);Installations for the surface treatment of substances, objects or products using organic solvents, in particular for dressing, printing, coating, degreasing, waterproofing, sizing, painting, cleaning or impregnating;Kankaanpää;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;253.0;M;Measured: analytical method used;;;;;0000002745
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002756.ProductionFacility;2020;Keramia Oy, Kemiönsaaren tiilitehdas;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;Kemiönsaari;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;69.8;M;Measured: analytical method used;;;;;0000002756
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002756.ProductionFacility;2020;Keramia Oy, Kemiönsaaren tiilitehdas;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;Kemiönsaari;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;6.03;M;Measured: analytical method used;;;;;0000002756
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002756.ProductionFacility;2020;Keramia Oy, Kemiönsaaren tiilitehdas;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;Kemiönsaari;NONHW;Non-hazardous waste;R;Destined for recovery;10700.0;M;Measured: analytical method used;;;;;0000002756
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002756.ProductionFacility;2021;Keramia Oy, Kemiönsaaren tiilitehdas;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;Kemiönsaari;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;503.0;M;Measured: analytical method used;;;;;0000002756
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002756.ProductionFacility;2022;Keramia Oy, Kemiönsaaren tiilitehdas;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;Kemiönsaari;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;619.0;M;Measured: analytical method used;;;;;0000002756
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002756.ProductionFacility;2022;Keramia Oy, Kemiönsaaren tiilitehdas;3(g);Installations for the manufacture of ceramic products by firing, in particular roofing tiles, bricks, refractory bricks, tiles, stoneware or porcelain;Kemiönsaari;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;7.2;M;Measured: analytical method used;;;;;0000002756
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002777.ProductionFacility;2018;Nordkalk Oy Ab, Paraisten kalkkitehdas ja satama;3(c)(ii);Installations for the production of lime in rotary kilns;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;6.33;M;Measured: analytical method used;;;;;0000002777
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2018;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;16.0;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2018;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;11.9;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2019;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;22.3;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2019;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;7.53;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2019;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;NONHW;Non-hazardous waste;R;Destined for recovery;2780.0;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2019;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;NONHW;Non-hazardous waste;D;Destined for disposal;0.19;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2017;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;16.9;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2017;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;26.6;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2020;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;20.3;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2020;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;13.0;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2021;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;21.2;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2021;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;7.11;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2022;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;172.0;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002779.ProductionFacility;2022;Finnsementti Oy, Parainen / Sementtitehdas;3(c)(i);Installations for the production of cement clinker in rotary kilns;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;19.6;M;Measured: analytical method used;;;;;0000002779
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2018;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;0.23;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2018;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;360.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2018;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;NONHW;Non-hazardous waste;R;Destined for recovery;1370.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2018;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;NONHW;Non-hazardous waste;D;Destined for disposal;8670.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2019;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;1.03;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2019;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;259.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2019;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;NONHW;Non-hazardous waste;R;Destined for recovery;1320.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2019;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;NONHW;Non-hazardous waste;D;Destined for disposal;7000.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2017;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;311.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2017;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;NONHW;Non-hazardous waste;R;Destined for recovery;2240.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2017;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;NONHW;Non-hazardous waste;D;Destined for disposal;5900.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2017;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;0.55;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2020;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;345.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2020;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;NONHW;Non-hazardous waste;R;Destined for recovery;914.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2020;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;NONHW;Non-hazardous waste;D;Destined for disposal;5550.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2021;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;R;Destined for recovery;4.74;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2021;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;HW;Hazardous waste as defined by Article 2(14) of the E-PRTR;D;Destined for disposal;351.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2021;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;NONHW;Non-hazardous waste;R;Destined for recovery;931.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2021;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;NONHW;Non-hazardous waste;D;Destined for disposal;5850.0;M;Measured: analytical method used;;;;;0000002780
http://paikkatiedot.fi/so/1002031/pf/ProductionFacility/0000002780.ProductionFacility;2022;Paroc Oy Ab, Paraisten kivivillatehdas;3(f);Installations for melting mineral substances, including the production of mineral fibres;Parainen;NONHW;Non-hazardous waste;R;Destined for recovery;1390.0;M;Measured: analytical method used;;;;;0000002780
